msa,name_msa,year,C23002B_001E,C23002B_002E,C23002B_003E,C23002B_004E,C23002B_005E,C23002B_006E,C23002B_007E,C23002B_008E,C23002B_009E,C23002B_010E,C23002B_011E,C23002B_012E,C23002B_013E,C23002B_014E,C23002B_015E,C23002B_016E,C23002B_017E,C23002B_018E,C23002B_019E,C23002B_020E,C23002B_021E,C23002B_022E,C23002B_023E,C23002B_024E,C23002B_025E,C23002B_026E,C23002B_027E,C23002I_001E,C23002I_002E,C23002I_003E,C23002I_004E,C23002I_005E,C23002I_006E,C23002I_007E,C23002I_008E,C23002I_009E,C23002I_010E,C23002I_011E,C23002I_012E,C23002I_013E,C23002I_014E,C23002I_015E,C23002I_016E,C23002I_017E,C23002I_018E,C23002I_019E,C23002I_020E,C23002I_021E,C23002I_022E,C23002I_023E,C23002I_024E,C23002I_025E,C23002I_026E,C23002I_027E,C23002H_001E,C23002H_002E,C23002H_003E,C23002H_004E,C23002H_005E,C23002H_006E,C23002H_007E,C23002H_008E,C23002H_009E,C23002H_010E,C23002H_011E,C23002H_012E,C23002H_013E,C23002H_014E,C23002H_015E,C23002H_016E,C23002H_017E,C23002H_018E,C23002H_019E,C23002H_020E,C23002H_021E,C23002H_022E,C23002H_023E,C23002H_024E,C23002H_025E,C23002H_026E,C23002H_027E,black_female_lfp,black_male_lfp,black_female_ur,black_male_ur,hisp_female_lfp,hisp_male_lfp,hisp_female_ur,hisp_male_ur,white_female_lfp,white_male_lfp,white_female_ur,white_male_ur,gap_mbw,gap_mhw,gap_fbw,gap_fhw,lfp_gap_mbw,lfp_gap_mhw,lfp_gap_fbw,lfp_gap_fhw
10180,"Abilene, TX Metro Area",2010,8939,5484,5170,2595,521,2074,1792,282,2575,314,102,102,0,212,3455,2989,2105,178,1927,1636,291,884,466,48,48,0,418,23172,12189,11503,7804,318,7486,6992,494,3699,686,125,109,16,561,10983,10044,6458,18,6440,5951,489,3586,939,157,96,61,782,92529,44850,36688,28732,2512,26220,25077,1143,7956,8162,1908,1887,21,6254,47679,36591,25625,294,25331,24193,1138,10966,11088,1685,1643,42,9403,70.424891268,50.193423598,15.101193565,13.596914176,64.297092792,67.843171347,7.5931677019,6.5989847716,70.030881911,78.314435238,4.4925190478,4.3592677346,9.237646441,2.239717037,10.608674517,3.1006486541,-28.12101164,-10.47126389,0.3940093571,-5.733789119
10180,"Abilene, TX Metro Area",2011,9705,6048,5699,2559,463,2096,1820,276,3140,349,65,65,0,284,3657,3105,2068,218,1850,1543,307,1037,552,67,67,0,485,23875,12582,11896,7951,276,7675,7305,370,3945,686,165,143,22,521,11293,10271,6593,46,6547,6187,360,3678,1022,190,141,49,832,92007,44445,36227,27642,2252,25390,24032,1358,8585,8218,1951,1919,32,6267,47562,36569,25327,322,25005,23956,1049,11242,10993,1605,1560,45,9388,66.602254428,44.902614494,16.594594595,13.167938931,64.1904391,66.837592468,5.4987016954,4.8208469055,69.258114797,76.302205537,4.1951609678,5.3485624262,7.8193765051,-0.527715521,12.399433627,1.3035407276,-31.39959104,-9.464613069,-2.655860368,-5.067675696
10180,"Abilene, TX Metro Area",2012,9833,6106,5747,2441,370,2071,1734,337,3306,359,71,71,0,288,3727,3236,2374,130,2244,1926,318,862,491,67,67,0,424,24546,12944,12141,7859,360,7499,7042,457,4282,803,135,114,21,668,11602,10489,6753,53,6700,6159,541,3736,1113,209,170,39,904,91994,44463,36126,27773,2278,25495,23955,1540,8353,8337,2039,2006,33,6298,47531,36392,25131,312,24819,23690,1129,11261,11139,1544,1493,51,9595,73.362175525,42.474334435,14.171122995,16.272332207,64.381733244,64.731076518,8.0746268657,6.0941458861,69.056386019,76.878148702,4.5489342842,6.0404000784,10.231932128,0.0537458077,9.6221887104,3.5256925815,-34.40381427,-12.14707218,4.3057895064,-4.674652775
10180,"Abilene, TX Metro Area",2013,9609,6032,5689,2500,459,2041,1708,333,3189,343,93,93,0,250,3577,3119,2208,59,2149,1911,238,911,458,75,75,0,383,24990,13404,12548,7923,406,7517,6998,519,4625,856,170,150,20,686,11586,10429,6832,55,6777,6120,657,3597,1157,204,170,34,953,92777,45084,36598,27619,1885,25734,24208,1526,8979,8486,2050,2011,39,6436,47693,36425,24957,273,24684,23363,1321,11468,11268,1391,1367,24,9877,70.791920487,43.94445421,11.074918567,16.315531602,65.50963659,63.1415365,9.6945551129,6.9043501397,68.516129032,75.465872452,5.3516447901,5.9298981892,10.385633413,0.9744519505,5.7232737766,4.3429103227,-31.52141824,-12.32433595,2.2757914551,-3.006492442
10180,"Abilene, TX Metro Area",2014,10192,6364,5992,2567,327,2240,1883,357,3425,372,136,136,0,236,3828,3348,2406,43,2363,2185,178,942,480,123,123,0,357,25619,13773,12843,8178,424,7754,7242,512,4665,930,197,178,19,733,11846,10583,7168,114,7054,6470,584,3415,1263,291,245,46,972,92205,44722,36058,27134,1734,25400,23934,1466,8924,8664,2079,2051,28,6585,47483,36160,24196,247,23949,22606,1343,11964,11323,1359,1334,25,9964,71.863799283,42.840453939,7.5327972916,15.9375,67.731267127,63.676711049,8.2789906436,6.6030435904,66.913716814,75.250984525,5.6077498017,5.7716535433,10.165846457,0.8313900471,1.9250474899,2.6712408419,-32.41053059,-11.57427348,4.950082469,0.8175503124
10180,"Abilene, TX Metro Area",2015,10486,6574,6184,2469,314,2155,1920,235,3715,390,88,88,0,302,3912,3411,2659,4,2655,2569,86,752,501,182,182,0,319,26171,13912,12896,8310,445,7865,7359,506,4586,1016,218,198,20,798,12259,10995,7594,67,7527,7001,526,3401,1264,271,271,0,993,91693,44413,35620,26749,1915,24834,23540,1294,8871,8793,2125,2087,38,6668,47280,35878,23691,191,23500,22249,1251,12187,11402,1451,1399,52,9951,77.953679273,39.925614489,3.2391713748,10.90487239,69.067758072,64.438585608,6.9881759001,6.4335664336,66.032108813,75.095451993,5.3234042553,5.2105983732,5.6942740166,1.2229680604,-2.084232881,1.6647716448,-35.1698375,-10.65686639,11.92157046,3.0356492587
10180,"Abilene, TX Metro Area",2016,10378,6508,6103,2612,436,2176,1952,224,3491,405,81,81,0,324,3870,3412,2564,8,2556,2462,94,848,458,138,138,0,320,27014,14412,13326,8561,544,8017,7506,511,4765,1086,202,177,25,884,12602,11292,7939,92,7847,7304,543,3353,1310,293,293,0,1017,91503,44326,35342,27122,1957,25165,24115,1050,8220,8984,2203,2147,56,6781,47177,35558,23462,220,23242,22110,1132,12096,11619,1542,1501,41,10077,75.146541618,42.798623628,3.6776212833,10.294117647,70.306411619,64.242833558,6.9198419778,6.3739553449,65.982338714,76.741553958,4.8704930729,4.1724617524,6.1216558946,2.2014935925,-1.19287179,2.0493489049,-33.94293033,-12.4987204,9.1642029036,4.3240729046
10180,"Abilene, TX Metro Area",2017,10580,6663,6249,2792,509,2283,2092,191,3457,414,95,95,0,319,3917,3445,2462,36,2426,2414,12,983,472,104,104,0,368,27284,14570,13440,8917,522,8395,7889,506,4523,1130,251,230,21,879,12714,11309,7907,91,7816,7511,305,3402,1405,278,278,0,1127,90796,43852,34849,26809,1994,24815,23784,1031,8040,9003,2240,2158,82,6763,46944,35324,23967,280,23687,22756,931,11357,11620,1639,1588,51,9981,71.465892598,44.679148664,0.494641385,8.3661848445,69.917764612,66.34672619,3.9022517912,6.0273972603,67.849054467,76.929036701,3.9304259721,4.1547451138,4.2114397307,1.8726521464,-3.435784587,-0.028174181,-32.24988804,-10.58231051,3.6168381308,2.068710145
10180,"Abilene, TX Metro Area",2018,10697,6794,6356,2793,394,2399,2182,217,3563,438,89,89,0,349,3903,3411,2421,66,2355,2300,55,990,492,164,164,0,328,27897,14717,13522,9194,507,8687,8166,521,4328,1195,253,243,10,942,13180,11701,8076,112,7964,7696,268,3625,1479,257,257,0,1222,90160,43509,34407,26481,2153,24328,23278,1050,7926,9102,2318,2243,75,6784,46651,34977,23840,353,23487,22631,856,11137,11674,1774,1720,54,9900,70.976253298,43.942731278,2.3354564756,9.0454355982,69.019741902,67.992900459,3.3651431441,5.9974674801,68.159075964,76.963989886,3.6445693362,4.3160144689,4.7294211292,1.6814530112,-1.309112861,-0.279426192,-33.02125861,-8.971089427,2.8171773339,0.8606659382
10180,"Abilene, TX Metro Area",2019,10870,6773,6320,3077,442,2635,2441,194,3243,453,79,79,0,374,4097,3576,2535,84,2451,2384,67,1041,521,125,125,0,396,28481,14965,13715,9470,462,9008,8594,414,4245,1250,260,252,8,990,13516,11959,8319,101,8218,7955,263,3640,1557,285,285,0,1272,89866,43389,34189,25939,2455,23484,22705,779,8250,9200,2409,2338,71,6791,46477,34698,23854,309,23545,22876,669,10844,11779,1845,1786,59,9934,70.889261745,48.686708861,2.7335781314,7.3624288425,69.562672464,69.048487058,3.2002920419,4.5959147425,68.747478241,75.869431689,2.841367594,3.3171521036,4.0452767389,1.2787626389,-0.107789463,0.3589244479,-27.18272283,-6.820944631,2.1417835041,0.8151942234
10180,"Abilene, TX Metro Area",2020,10710,6685,6204,3173,511,2662,2513,149,3031,481,64,64,0,417,4025,3493,2449,87,2362,2299,63,1044,532,105,105,0,427,29123,15239,13933,9592,728,8864,8473,391,4341,1306,364,360,4,942,13884,12267,8571,65,8506,8259,247,3696,1617,259,259,0,1358,89573,43079,33977,26370,2074,24296,23403,893,7607,9102,2497,2446,51,6605,46494,34570,23750,303,23447,22795,652,10820,11924,2147,2121,26,9777,70.111651875,51.144422953,2.66723116,5.5972952667,69.870383957,68.843752243,2.9038325888,4.411101083,68.701185999,77.611325308,2.7807395402,3.6755021403,1.9217931264,0.7355989428,-0.11350838,0.1230930485,-26.46690236,-8.767573065,1.4104658758,1.1691979575
10180,"Abilene, TX Metro Area",2021,10569,6493,6004,3258,520,2738,2584,154,2746,489,78,78,0,411,4076,3542,2556,111,2445,2400,45,986,534,80,80,0,454,30480,15916,14520,10053,828,9225,8914,311,4467,1396,440,440,0,956,14564,12874,9302,118,9184,8899,285,3572,1690,321,308,13,1369,90609,44064,34760,26968,1945,25023,24262,761,7792,9304,2352,2297,55,6952,46545,34744,24167,380,23787,23111,676,10577,11801,2176,2156,20,9625,72.162619989,54.263824117,1.8404907975,5.6245434624,72.254155663,69.23553719,3.1032229965,3.3712737127,69.55733364,77.583429229,2.8418884265,3.0412020941,2.5833413683,0.3300716187,-1.001397629,0.2613345701,-23.31960511,-8.347892039,2.6052863484,2.6968220222
10180,"Abilene, TX Metro Area",2022,10677,6412,5924,2986,528,2458,2338,120,2938,488,78,78,0,410,4265,3719,2744,129,2615,2574,41,975,546,117,117,0,429,31410,16507,14936,10506,1067,9439,9190,249,4430,1571,565,495,70,1006,14903,13149,9383,133,9250,8988,262,3766,1754,346,343,3,1408,91031,44579,35157,27080,2344,24736,24129,607,8077,9422,2397,2333,64,7025,46452,34382,23554,389,23165,22468,697,10828,12070,2318,2308,10,9752,73.783275074,50.405131668,1.5678776291,4.8820179007,71.35903871,70.340117836,2.8324324324,2.6379913126,68.506776802,77.025912336,3.0088495575,2.4539133247,2.428104576,0.1840779879,-1.440971928,-0.176417125,-26.62078067,-6.6857945,5.2764982721,2.8522619084
10180,"Abilene, TX Metro Area",2023,10898,6432,5926,2908,516,2392,2313,79,3018,506,36,36,0,470,4466,3917,2873,122,2751,2598,153,1044,549,91,91,0,458,30892,16345,14812,10188,1193,8995,8790,205,4624,1533,522,507,15,1011,14547,12798,9230,110,9120,8857,263,3568,1749,494,485,9,1255,91979,45253,35584,27376,2476,24900,24389,511,8208,9669,2447,2367,80,7222,46726,34488,24396,386,24010,23257,753,10092,12238,2465,2455,10,9773,73.346949196,49.071886601,5.5616139586,3.3026755853,72.120643851,68.782068593,2.8837719298,2.2790439133,70.737647878,76.933453237,3.1361932528,2.0522088353,1.2504667499,0.2268350779,2.4254207057,-0.252421323,-27.86156664,-8.151384644,2.6093013183,1.3829959731
10180,"Abilene, TX Metro Area",2024,11203,6721,6223,3352,560,2792,2740,52,2871,498,14,14,0,484,4482,3968,2844,79,2765,2623,142,1124,514,127,127,0,387,32116,17036,15439,10571,1079,9492,9169,323,4868,1597,574,557,17,1023,15080,13236,9276,86,9190,8923,267,3960,1844,463,453,10,1381,92009,45350,35481,26922,2400,24522,23860,662,8559,9869,2353,2262,91,7516,46659,34238,24150,362,23788,23028,760,10088,12421,2644,2633,11,9777,71.673387097,53.864695484,5.1356238698,1.8624641834,70.081595648,68.469460457,2.9053318825,3.402865571,70.53566213,75.877230067,3.1948881789,2.6996166707,-0.837152487,0.7032489003,1.9407356909,-0.289556296,-22.01253458,-7.40776961,1.137724967,-0.454066482
10420,"Akron, OH Metro Area",2010,62005,27949,24864,18165,69,18096,14750,3346,6699,3085,443,433,10,2642,34056,29385,21092,0,21092,17621,3471,8293,4671,459,433,26,4212,6857,3383,3154,2659,43,2616,2431,185,495,229,13,13,0,216,3474,3210,2177,0,2177,1871,306,1033,264,46,46,0,218,475518,228856,192077,161160,345,160815,147331,13484,30917,36779,6932,6708,224,29847,246662,195769,145773,52,145721,135233,10488,49996,50893,5564,5354,210,45329,71.778118087,73.057432432,16.456476389,18.490274094,67.819314642,84.305643627,14.056040423,7.0718654434,74.461738069,83.90385106,7.1973154178,8.3847899761,10.105484118,-1.312924533,9.2591609713,6.8587250048,-10.84641863,0.4017925674,-2.683619981,-6.642423427
10420,"Akron, OH Metro Area",2011,62608,28168,24957,17957,62,17895,14190,3705,7000,3211,441,419,22,2770,34440,29569,21345,0,21345,17763,3582,8224,4871,503,469,34,4368,7142,3519,3269,2702,63,2639,2394,245,567,250,10,10,0,240,3623,3356,2230,0,2230,1970,260,1126,267,37,37,0,230,475569,228931,191543,159477,253,159224,144219,15005,32066,37388,6960,6640,320,30428,246638,195372,145383,46,145337,134233,11104,49989,51266,5984,5716,268,45282,72.187087828,71.951757022,16.781447646,20.704107293,66.448152563,82.655246253,11.659192825,9.2838196286,74.413426694,83.259111531,7.6401742158,9.4238305783,11.280276714,-0.14001095,9.14127343,4.0190186093,-11.30735451,-0.603865278,-2.226338865,-7.965274131
10420,"Akron, OH Metro Area",2012,62909,28368,25010,18089,64,18025,14068,3957,6921,3358,414,385,29,2944,34541,29579,21377,0,21377,17604,3773,8202,4962,544,492,52,4418,7353,3701,3530,2944,8,2936,2608,328,586,171,25,25,0,146,3652,3382,2183,0,2183,1878,305,1199,270,43,43,0,227,476148,229452,191180,158367,229,158138,142576,15562,32813,38272,7491,7065,426,30781,246696,194734,143988,63,143925,132151,11774,50746,51962,6514,6200,314,45448,72.270867845,72.327069172,17.649810544,21.952843273,64.547604967,83.399433428,13.971598717,11.171662125,73.940862921,82.836593786,8.1806496439,9.840771984,12.112071289,1.3308901414,9.4691609001,5.7909490734,-10.50952461,0.5628396418,-1.669995075,-9.393257953
10420,"Akron, OH Metro Area",2013,63400,28659,25162,17668,75,17593,13754,3839,7494,3497,471,412,59,3026,34741,29621,21389,0,21389,17762,3627,8232,5120,657,599,58,4463,7800,3957,3754,3036,0,3036,2650,386,718,203,41,41,0,162,3843,3538,2217,0,2217,1978,239,1321,305,29,29,0,276,478075,230324,191012,156935,180,156755,140285,16470,34077,39312,8197,7755,442,31115,247751,194996,144734,81,144653,132402,12251,50262,52755,6791,6445,346,45964,72.208905844,70.21699388,16.957314507,21.821178878,62.662521198,80.873734683,10.780333784,12.714097497,74.224086648,82.159759596,8.4692332686,10.506841887,11.314336991,2.2072556097,8.4880812389,2.3111005158,-11.94276572,-1.286024913,-2.015180804,-11.56156545
10420,"Akron, OH Metro Area",2014,63798,28868,25247,17384,76,17308,13652,3656,7863,3621,526,449,77,3095,34930,29681,20893,7,20886,17623,3263,8788,5249,649,576,73,4600,8231,4153,3935,3242,0,3242,2831,411,693,218,53,53,0,165,4078,3746,2492,0,2492,2241,251,1254,332,25,25,0,307,476292,229887,189386,155645,94,155551,140889,14662,33741,40501,8526,8047,479,31975,246405,192790,143123,18,143105,131888,11217,49667,53615,6936,6560,376,46679,70.391833159,68.855705628,15.622905295,21.123180032,66.524292579,82.388818297,10.07223114,12.677359655,74.237771669,82.184005153,7.8383005485,9.4258474712,11.697332561,3.2515121833,7.7846047469,2.2339305911,-13.32829953,0.2048131438,-3.845938509,-7.71347909
10420,"Akron, OH Metro Area",2015,64380,29104,25357,17132,0,17132,13702,3430,8225,3747,541,466,75,3206,35276,29824,20939,10,20929,17923,3006,8885,5452,682,610,72,4770,8592,4327,4058,3346,0,3346,2982,364,712,269,75,75,0,194,4265,3908,2586,0,2586,2340,246,1322,357,20,20,0,337,475921,230006,188256,154063,105,153958,141604,12354,34193,41750,9250,8828,422,32500,245915,191284,141161,0,141161,131404,9757,50123,54631,7404,7098,306,47227,70.208556867,67.563197539,14.362845812,20.021013308,66.171954964,82.45441104,9.5127610209,10.878661088,73.796553815,81.836966684,6.9119657696,8.0242663584,11.99674695,2.8543947295,7.4508800424,2.6007952513,-14.27376914,0.6174443563,-3.587996948,-7.624598851
10420,"Akron, OH Metro Area",2016,64967,29426,25529,17530,0,17530,14396,3134,7999,3897,585,516,69,3312,35541,29930,20912,8,20904,18073,2831,9018,5611,681,627,54,4930,8777,4429,4138,3355,0,3355,2990,365,783,291,95,95,0,196,4348,3977,2507,0,2507,2354,153,1470,371,19,19,0,352,475275,229759,186611,152947,96,152851,142169,10682,33664,43148,9902,9528,374,33246,245516,189595,139222,0,139222,131003,8219,50373,55921,7654,7367,287,48267,69.869695957,68.66700615,13.54286261,17.87792356,63.037465426,81.07781537,6.1029118468,10.87928465,73.431261373,81.9603346,5.9035209952,6.9885051455,10.889418414,3.8907795042,7.6393416148,0.1993908516,-13.29332845,-0.88251923,-3.561565416,-10.39379595
10420,"Akron, OH Metro Area",2017,65522,29685,25649,17887,0,17887,15069,2818,7762,4036,767,723,44,3269,35837,30097,21541,15,21526,18834,2692,8556,5740,693,661,32,5047,9270,4657,4338,3418,0,3418,3075,343,920,319,70,54,16,249,4613,4225,2490,0,2490,2356,134,1735,388,0,0,0,388,473919,229130,184711,151932,106,151826,142491,9335,32779,44419,10116,9823,293,34303,244789,187776,138041,0,138041,131107,6934,49735,57013,7898,7616,282,49115,71.571917467,69.737611603,12.505806931,15.754458545,58.934911243,78.792070078,5.3815261044,10.03510825,73.513654567,82.253899335,5.0231452974,6.1484857666,9.6059727787,3.8866224838,7.4826616337,0.358380807,-12.51628773,-3.461829256,-1.9417371,-14.57874332
10420,"Akron, OH Metro Area",2018,65585,29539,25352,17867,0,17867,15444,2423,7485,4187,727,680,47,3460,36046,30015,21832,18,21814,19223,2591,8183,6031,696,656,40,5335,10022,4977,4639,3658,56,3602,3230,372,981,338,47,29,18,291,5045,4601,2759,0,2759,2620,139,1842,444,0,0,0,444,473541,229153,183424,151237,136,151101,143333,7768,32187,45729,10450,10075,375,35279,244388,186166,137324,0,137324,131165,6159,48842,58222,8088,7826,262,50134,72.736964851,70.475702114,11.877693225,13.561314155,59.965224951,78.853201121,5.0380572671,10.32759578,73.764274894,82.452132763,4.4850135446,5.1409322241,8.4203819304,5.186663556,7.3926796799,0.5530437225,-11.97643065,-3.598931643,-1.027310044,-13.79904994
10420,"Akron, OH Metro Area",2019,65946,29845,25497,18179,0,18179,16063,2116,7318,4348,781,750,31,3567,36101,29746,21981,13,21968,19391,2577,7765,6355,746,705,41,5609,10387,5138,4749,3707,66,3641,3375,266,1042,389,74,60,14,315,5249,4770,2942,0,2942,2818,124,1828,479,24,24,0,455,472548,228721,181659,149402,237,149165,141854,7311,32257,47062,10861,10561,300,36201,243827,184342,135926,44,135882,129998,5884,48416,59485,8678,8449,229,50807,73.895649835,71.298584147,11.730699199,11.63980417,61.677148847,78.05853864,4.2148198504,7.3056852513,73.735773725,82.243103837,4.3302276976,4.9012838132,6.7385203564,2.4044014381,7.4004715013,-0.115407847,-10.94451969,-4.184565198,0.1598761103,-12.05862488
10420,"Akron, OH Metro Area",2020,65103,29463,24915,18406,0,18406,16279,2127,6509,4548,897,870,27,3651,35640,29224,22105,11,22094,19425,2669,7119,6416,969,921,48,5447,10712,5265,4885,3825,46,3779,3395,384,1060,380,68,58,10,312,5447,4951,3313,0,3313,3186,127,1638,496,68,68,0,428,469695,227304,178944,148262,236,148026,140394,7632,30682,48360,11118,10706,412,37242,242391,181653,135962,46,135916,129789,6127,45691,60738,8715,8271,444,52023,75.639885026,73.875175597,12.08020277,11.556014343,66.915774591,78.300921187,3.8333836402,10.161418365,74.847098589,82.85385372,4.5079313694,5.1558509991,6.400163344,5.0055673655,7.5722714006,-0.674547729,-8.978678123,-4.552932532,0.7927864369,-7.931323998
10420,"Akron, OH Metro Area",2021,64325,29403,24826,17938,0,17938,16074,1864,6888,4577,954,934,20,3623,34922,28534,21681,18,21663,18890,2773,6853,6388,1067,1021,46,5321,11297,5500,5135,4121,72,4049,3697,352,1014,365,38,23,15,327,5797,5150,3613,0,3613,3375,238,1537,647,114,114,0,533,465344,226690,177706,147356,270,147086,139519,7567,30350,48984,11323,10859,464,37661,238654,178642,134687,40,134647,128529,6118,43955,60012,8806,8363,443,51206,75.983037779,72.254894063,12.800627799,10.391347976,70.155339806,80.253164557,6.5873235538,8.693504569,75.394923926,82.921229446,4.5437328719,5.1446092762,5.2467387002,3.5488952928,8.2568949267,2.043590682,-10.66633538,-2.668064889,0.5881138534,-5.23958412
10420,"Akron, OH Metro Area",2022,63784,29083,24291,17741,0,17741,15963,1778,6550,4792,950,898,52,3842,34701,28055,21124,0,21124,18984,2140,6931,6646,1150,1112,38,5496,11772,5779,5385,4365,68,4297,4027,270,1020,394,54,54,0,340,5993,5313,3841,0,3841,3611,230,1472,680,106,106,0,574,462103,225607,175415,145955,391,145564,138401,7163,29460,50192,11506,11045,461,38686,236496,174561,132688,47,132641,126773,5868,41873,61935,9039,8643,396,52896,75.294956336,73.035280557,10.130657073,10.021982977,72.294372294,81.058495822,5.9880239521,6.2834535723,76.012396813,83.205541145,4.4239714719,4.9208595532,5.1011234241,1.3625940191,5.7066856007,1.5640524802,-10.17026059,-2.147045324,-0.717440477,-3.718024518
10420,"Akron, OH Metro Area",2023,63411,28898,23982,17265,0,17265,15412,1853,6717,4916,1074,1001,73,3842,34513,27699,21294,0,21294,18920,2374,6405,6814,1282,1193,89,5532,12536,6108,5696,4441,0,4441,4124,317,1255,412,68,68,0,344,6428,5660,4197,0,4197,3833,364,1463,768,147,147,0,621,456987,222722,171372,142867,459,142408,135913,6495,28505,51350,11601,11233,368,39749,234265,171829,131248,42,131206,125783,5423,40581,62436,9071,8706,365,53365,76.876421531,71.99149362,11.148680379,10.732696206,74.151943463,77.966994382,8.6728615678,7.1380319748,76.382915573,83.366594309,4.1331951283,4.5608392787,6.1718569275,2.5771926961,7.0154852512,4.5396664395,-11.37510069,-5.399599927,0.4935059584,-2.23097211
10420,"Akron, OH Metro Area",2024,63782,28952,23910,17101,0,17101,15279,1822,6809,5042,894,825,69,4148,34830,27883,20868,0,20868,18294,2574,7015,6947,1323,1249,74,5624,13252,6486,6068,4969,0,4969,4620,349,1099,418,47,47,0,371,6766,5938,4365,0,4365,3998,367,1573,828,96,96,0,732,453654,220704,168147,139918,506,139412,133323,6089,28229,52557,11908,11532,376,40649,232950,169086,128638,11,128627,123818,4809,40448,63864,9646,9166,480,54218,74.841301151,71.522375575,12.334675101,10.654347699,73.509599192,81.888595913,8.4077892325,7.0235459851,76.078445288,83.21171356,3.7387173766,4.3676297593,6.2867179397,2.6559162258,8.595957724,4.6690718559,-11.68933799,-1.323117647,-1.237144137,-2.568846097
10500,"Albany, GA Metro Area",2010,58012,25760,23489,15212,126,15086,12050,3036,8277,2271,292,251,41,1979,32252,28388,18637,0,18637,15715,2922,9751,3864,217,210,7,3647,2072,1160,1138,942,79,863,837,26,196,22,0,0,0,22,912,820,443,0,443,395,48,377,92,0,0,0,92,55811,26944,22126,17439,185,17254,15859,1395,4687,4818,826,813,13,3992,28867,22253,15219,38,15181,14160,1021,7034,6614,689,659,30,5925,65.650979287,64.762229129,15.678489027,20.124618852,54.024390244,82.776801406,10.835214447,3.0127462341,68.390778771,78.816776643,6.7255121533,8.0850817202,12.039537132,-5.072335486,8.9529768739,4.1097022936,-14.05454751,3.9600247631,-2.739799484,-14.36638853
10500,"Albany, GA Metro Area",2011,59015,26178,23809,15085,177,14908,11976,2932,8724,2369,307,257,50,2062,32837,28876,19096,0,19096,16154,2942,9780,3961,311,294,17,3650,2150,1041,1019,814,83,731,715,16,205,22,0,0,0,22,1109,1053,635,0,635,553,82,418,56,0,0,0,56,55388,26750,21868,17171,332,16839,15372,1467,4697,4882,891,864,27,3991,28638,21990,14836,36,14800,13798,1002,7154,6648,603,575,28,6045,66.131043081,63.358393885,15.406367826,19.667292729,60.303893637,79.882237488,12.913385827,2.1887824897,67.467030468,78.521126761,6.7702702703,8.71191876,10.955373969,-6.52313627,8.6360975555,6.1431155565,-15.16273288,1.3611107272,-1.335987388,-7.163136831
10500,"Albany, GA Metro Area",2012,59602,26536,24060,15196,156,15040,11791,3249,8864,2476,297,251,46,2179,33066,29020,19339,0,19339,15886,3453,9681,4046,398,354,44,3648,2247,1266,1236,954,98,856,838,18,282,30,4,0,4,26,981,908,646,9,637,561,76,262,73,0,0,0,73,54574,26433,21474,16485,356,16129,14677,1452,4989,4959,945,913,32,4014,28141,21443,14580,81,14499,13495,1004,6863,6698,625,587,38,6073,66.640248105,63.158769742,17.855111433,21.602393617,71.145374449,77.184466019,11.930926217,2.1028037383,67.994217227,76.767253423,6.9246154907,9.0024180048,12.599975612,-6.899614267,10.930495942,5.0063107259,-13.60848368,0.4172125967,-1.353969122,3.1511572223
10500,"Albany, GA Metro Area",2013,60105,26820,24241,15221,120,15101,11747,3354,9020,2579,323,238,85,2256,33285,29140,19402,5,19397,15638,3759,9738,4145,381,337,44,3764,2302,1247,1211,919,72,847,842,5,292,36,4,0,4,32,1055,969,751,9,742,678,64,218,86,0,0,0,86,54021,26128,21083,15975,206,15769,14179,1590,5108,5045,912,877,35,4133,27893,21114,14126,72,14054,12971,1083,6988,6779,649,610,39,6130,66.582017845,62.790313931,19.379285457,22.210449639,77.502579979,75.887696119,8.6253369272,0.5903187721,66.903476366,75.771948964,7.7059911769,10.083074386,12.127375253,-9.492755614,11.67329428,0.9193457503,-12.98163503,0.1157471553,-0.321458522,10.599103613
10500,"Albany, GA Metro Area",2014,60704,27325,24588,15300,122,15178,11730,3448,9288,2737,375,299,76,2362,33379,29061,19223,6,19217,15172,4045,9838,4318,429,413,16,3889,2428,1240,1185,907,3,904,879,25,278,55,4,0,4,51,1188,1072,772,6,766,661,105,300,116,0,0,0,116,53337,25810,20630,15804,180,15624,14117,1507,4826,5180,973,900,73,4207,27527,20668,13562,58,13504,12474,1030,7106,6859,701,654,47,6158,66.147069956,62.225475842,21.049071135,22.717090526,72.014925373,76.540084388,13.707571802,2.7654867257,65.618347203,76.60688318,7.6273696682,9.6454173067,13.071673219,-6.879930581,13.421701467,6.0802021333,-14.38140734,-0.066798792,0.5287227529,6.3965781697
10500,"Albany, GA Metro Area",2015,60891,27289,24385,15127,93,15034,11721,3313,9258,2904,438,365,73,2466,33602,29094,19280,6,19274,15211,4063,9814,4508,384,367,17,4124,2433,1203,1143,813,7,806,764,42,330,60,16,10,6,44,1230,1130,804,14,790,715,75,326,100,0,0,0,100,52725,25544,20234,15331,201,15130,13895,1235,4903,5310,1136,1053,83,4174,27181,20228,13278,50,13228,12328,900,6950,6953,842,828,14,6111,66.267959029,62.034037318,21.080211684,22.036716775,71.150442478,71.128608924,9.4936708861,5.2109181141,65.641684793,75.768508451,6.803749622,8.162590879,13.874125896,-2.951672765,14.276462062,2.6899212641,-13.73447113,-4.639899527,0.626274236,5.5087576845
